TimeStamp		 Channel 00	 Channel 01
00:00:01.6095687	 ,2.0543  V	,1.9445  V	
00:00:01.6097050	 ,4.8138  V	,4.2852  V	
00:00:01.6098840	 ,2.0568  V	,1.9432  V	
00:00:01.6100297	 ,4.7683  V	,4.2535  V	
00:00:01.6101927	 ,2.0589  V	,1.9469  V	
00:00:01.6103290	 ,4.9230  V	,4.3093  V	
00:00:01.6105072	 ,2.0543  V	,1.9493  V	
00:00:01.6106431	 ,4.9062  V	,4.3374  V	
00:00:01.6108077	 ,2.0388  V	,1.9420  V	
00:00:01.6109428	 ,4.7298  V	,4.2727  V	
00:00:01.6110778	 ,2.0629  V	,1.9429  V	
00:00:01.6112568	 ,4.8013  V	,4.2580  V	
00:00:01.6113935	 ,2.0568  V	,1.9423  V	
00:00:01.6115598	 ,4.8861  V	,4.2998  V	
00:00:01.6116957	 ,2.0473  V	,1.9399  V	
00:00:01.6806274	 ,4.7662  V	,4.2660  V	
00:00:01.6807489	 ,2.0568  V	,1.9402  V	
00:00:01.6808368	 ,4.8080  V	,4.2623  V	
00:00:01.6809719	 ,2.0369  V	,1.9341  V	
00:00:01.6810573	 ,4.9624  V	,4.3334  V	
00:00:01.6811439	 ,2.0687  V	,1.9530  V	
00:00:01.6812416	 ,4.8446  V	,4.3227  V	
00:00:01.6813364	 ,2.0583  V	,1.9466  V	
00:00:01.6814247	 ,4.7314  V	,4.2519  V	
00:00:01.6815955	 ,2.0766  V	,1.9536  V	
00:00:01.6816817	 ,4.8510  V	,4.2733  V	
00:00:01.6817765	 ,2.0653  V	,1.9582  V	
00:00:01.6818640	 ,4.8580  V	,4.2998  V	
00:00:01.6819588	 ,2.0620  V	,1.9515  V	
00:00:01.6820487	 ,4.7497  V	,4.2565  V	
00:00:01.6821723	 ,2.0659  V	,1.9530  V	
00:00:01.6822979	 ,4.8653  V	,4.2824  V	
00:00:01.6823940	 ,2.0497  V	,1.9478  V	
00:00:01.6824810	 ,4.9462  V	,4.3395  V	
00:00:01.6826071	 ,2.0769  V	,1.9573  V	
00:00:01.6827081	 ,4.7784  V	,4.2931  V	
00:00:01.6828132	 ,2.0714  V	,1.9554  V	
00:00:01.6829023	 ,4.7588  V	,4.2504  V	
00:00:01.6830193	 ,2.0598  V	,1.9496  V	
00:00:01.6831055	 ,4.8879  V	,4.2907  V	
00:00:01.6832323	 ,2.0360  V	,1.9380  V	
00:00:01.6833337	 ,4.8095  V	,4.2827  V	
00:00:01.6834195	 ,2.0397  V	,1.9289  V	
00:00:01.6835480	 ,4.7607  V	,4.2501  V	
00:00:01.6836433	 ,2.0766  V	,1.9457  V	
00:00:01.6837652	 ,4.9166  V	,4.3041  V	
00:00:01.6838617	 ,2.0516  V	,1.9460  V	
00:00:01.6839582	 ,4.8986  V	,4.3343  V	
00:00:01.6840481	 ,2.0601  V	,1.9500  V	
00:00:01.6842205	 ,4.7332  V	,4.2687  V	
00:00:01.6843071	 ,2.0436  V	,1.9414  V	
00:00:01.6843917	 ,4.8046  V	,4.2538  V	
00:00:01.6844870	 ,2.0604  V	,1.9463  V	
00:00:01.6846068	 ,4.8913  V	,4.2971  V	
00:00:01.6847321	 ,2.0391  V	,1.9390  V	
00:00:01.6848396	 ,4.7668  V	,4.2672  V	
00:00:01.6849616	 ,2.0452  V	,1.9359  V	
00:00:01.6850519	 ,4.8009  V	,4.2605  V	
00:00:01.6851746	 ,2.0607  V	,1.9454  V	
00:00:01.6852732	 ,4.9465  V	,4.3328  V	
00:00:01.6853651	 ,2.0745  V	,1.9570  V	
00:00:01.6854633	 ,4.8351  V	,4.3139  V	
00:00:01.6855515	 ,2.0598  V	,1.9536  V	
00:00:01.6856718	 ,4.7271  V	,4.2535  V	
00:00:01.6857913	 ,2.0558  V	,1.9429  V	
00:00:01.6858742	 ,4.8553  V	,4.2705  V	
00:00:01.6859945	 ,2.0455  V	,1.9429  V	
00:00:01.6860869	 ,4.8617  V	,4.2977  V	
00:00:01.6861747	 ,2.0412  V	,1.9356  V	
00:00:01.6862971	 ,4.7561  V	,4.2620  V	
00:00:01.6864227	 ,2.0397  V	,1.9283  V	
00:00:01.6865660	 ,4.8608  V	,4.2803  V	
00:00:01.6866510	 ,2.0494  V	,1.9408  V	
00:00:01.6867713	 ,4.9377  V	,4.3395  V	
00:00:01.6868640	 ,2.0507  V	,1.9414  V	
00:00:01.6869613	 ,4.7704  V	,4.2916  V	
00:00:01.6870837	 ,2.0574  V	,1.9408  V	
00:00:01.6872081	 ,4.7488  V	,4.2394  V	
00:00:01.6872951	 ,2.0571  V	,1.9420  V	
00:00:01.7606390	 ,4.8812  V	,4.2773  V	
00:00:01.7607400	 ,2.0375  V	,1.9353  V	
00:00:01.7608635	 ,4.8162  V	,4.2806  V	
00:00:01.7609814	 ,2.0720  V	,1.9435  V	
00:00:01.7610930	 ,4.7692  V	,4.2562  V	
00:00:01.7612100	 ,2.0308  V	,1.9344  V	
00:00:01.7613336	 ,4.9233  V	,4.3099  V	
00:00:01.7614654	 ,2.0412  V	,1.9390  V	
00:00:01.7615980	 ,4.8974  V	,4.3340  V	
00:00:01.7617146	 ,2.0629  V	,1.9414  V	
00:00:01.7618160	 ,4.7228  V	,4.2623  V	
00:00:01.7619322	 ,2.0607  V	,1.9445  V	
00:00:01.7620525	 ,4.7948  V	,4.2470  V	
00:00:01.7621761	 ,2.0339  V	,1.9326  V	
00:00:01.7622988	 ,4.8827  V	,4.2922  V	
00:00:01.7624220	 ,2.0348  V	,1.9286  V	
00:00:01.7625456	 ,4.7686  V	,4.2635  V	
00:00:01.7626708	 ,2.0394  V	,1.9292  V	
00:00:01.7628420	 ,4.8037  V	,4.2602  V	
00:00:01.7629331	 ,2.0589  V	,1.9420  V	
00:00:01.7630226	 ,4.9535  V	,4.3233  V	
00:00:01.7631138	 ,2.0436  V	,1.9405  V	
00:00:01.7632312	 ,4.8348  V	,4.2840  V	
00:00:01.7633166	 ,2.0555  V	,1.9396  V	
00:00:01.7634015	 ,4.7216  V	,4.2431  V	
00:00:01.7634882	 ,2.0644  V	,1.9420  V	
00:00:01.7636072	 ,4.8449  V	,4.2641  V	
00:00:01.7637197	 ,2.0580  V	,1.9460  V	
00:00:01.7638076	 ,4.8559  V	,4.2895  V	
00:00:01.7639238	 ,2.0543  V	,1.9408  V	
00:00:01.7640477	 ,4.7515  V	,4.2489  V	
00:00:01.7641750	 ,2.0330  V	,1.9286  V	
00:00:01.7643421	 ,4.8724  V	,4.2873  V	
00:00:01.7644271	 ,2.0299  V	,1.9255  V	
00:00:01.7645482	 ,4.9447  V	,4.3395  V	
00:00:01.7646393	 ,2.0412  V	,1.9338  V	
00:00:01.7647309	 ,4.7921  V	,4.2882  V	
00:00:01.7648368	 ,2.0653  V	,1.9496  V	
00:00:01.7649579	 ,4.7481  V	,4.2440  V	
00:00:01.7650425	 ,2.0763  V	,1.9564  V	
00:00:01.7651681	 ,4.8742  V	,4.2815  V	
00:00:01.7652630	 ,2.0662  V	,1.9567  V	
00:00:01.7653545	 ,4.8070  V	,4.2809  V	
00:00:01.7654375	 ,2.0693  V	,1.9536  V	
00:00:01.7655249	 ,4.7530  V	,4.2522  V	
00:00:01.7656132	 ,2.0601  V	,1.9472  V	
00:00:01.7657310	 ,4.9139  V	,4.2992  V	
00:00:01.7658837	 ,2.0446  V	,1.9466  V	
00:00:01.7659983	 ,4.9007  V	,4.3322  V	
00:00:01.7661132	 ,2.0339  V	,1.9322  V	
00:00:01.7662331	 ,4.7308  V	,4.2638  V	
00:00:01.7663333	 ,2.0357  V	,1.9231  V	
00:00:01.7664667	 ,4.7982  V	,4.2498  V	
00:00:01.7665504	 ,2.0360  V	,1.9237  V	
00:00:01.7666679	 ,4.8803  V	,4.2931  V	
00:00:01.7667869	 ,2.0281  V	,1.9222  V	
00:00:01.7668637	 ,4.7585  V	,4.2666  V	
00:00:01.7669823	 ,2.0406  V	,1.9298  V	
00:00:01.7670940	 ,4.7918  V	,4.2504  V	
00:00:01.7671839	 ,2.0403  V	,1.9271  V	
00:00:01.7672685	 ,4.9441  V	,4.3148  V	
00:00:01.7673563	 ,2.0568  V	,1.9396  V	
00:00:01.7674680	 ,4.8373  V	,4.3124  V	
00:00:01.7676335	 ,2.0253  V	,1.9252  V	
00:00:01.8406768	 ,4.7225  V	,4.2547  V	
00:00:01.8408291	 ,2.0418  V	,1.9298  V	
00:00:01.8409490	 ,4.8486  V	,4.2794  V	
00:00:01.8410746	 ,2.0650  V	,1.9426  V	
00:00:01.8412335	 ,4.8583  V	,4.2919  V	
00:00:01.8413591	 ,2.0656  V	,1.9490  V	
00:00:01.8414872	 ,4.7424  V	,4.2525  V	
00:00:01.8416100	 ,2.0290  V	,1.9313  V	
00:00:01.8417623	 ,4.8550  V	,4.2791  V	
00:00:01.8418855	 ,2.0592  V	,1.9451  V	
00:00:01.8420509	 ,4.9361  V	,4.3297  V	
00:00:01.8422061	 ,2.0577  V	,1.9521  V	
00:00:01.8423169	 ,4.7701  V	,4.2794  V	
00:00:01.8424179	 ,2.0540  V	,1.9451  V	
00:00:01.8425235	 ,4.7503  V	,4.2345  V	
00:00:01.8426277	 ,2.0623  V	,1.9445  V	
00:00:01.8427287	 ,4.8766  V	,4.2794  V	
00:00:01.8428613	 ,2.0360  V	,1.9313  V	
00:00:01.8430067	 ,4.8193  V	,4.2855  V	
00:00:01.8431742	 ,2.0388  V	,1.9298  V	
00:00:01.8433487	 ,4.7558  V	,4.2483  V	
00:00:01.8435063	 ,2.0427  V	,1.9316  V	
00:00:01.8436463	 ,4.9120  V	,4.2937  V	
00:00:01.8438183	 ,2.0336  V	,1.9347  V	
00:00:01.8439571	 ,4.8910  V	,4.3322  V	
00:00:01.8441000	 ,2.0238  V	,1.9258  V	
00:00:01.8442383	 ,4.7222  V	,4.2586  V	
00:00:01.8444132	 ,2.0513  V	,1.9322  V	
00:00:01.8445622	 ,4.7979  V	,4.2541  V	
00:00:01.8446994	 ,2.0528  V	,1.9402  V	
00:00:01.8448320	 ,4.8830  V	,4.2913  V	
00:00:01.8449711	 ,2.0418  V	,1.9350  V	
00:00:01.8451452	 ,4.7744  V	,4.2641  V	
00:00:01.8452893	 ,2.0461  V	,1.9356  V	
00:00:01.8454383	 ,4.7982  V	,4.2525  V	
00:00:01.8455783	 ,2.0522  V	,1.9408  V	
00:00:01.8457216	 ,4.9456  V	,4.3279  V	
00:00:01.8458813	 ,2.0537  V	,1.9481  V	
00:00:01.8460193	 ,4.8299  V	,4.3136  V	
00:00:01.8461933	 ,2.0678  V	,1.9496  V	
00:00:01.8462993	 ,4.7121  V	,4.2419  V	
00:00:01.8464323	 ,2.0678  V	,1.9533  V	
00:00:01.8465251	 ,4.8397  V	,4.2541  V	
00:00:01.8466187	 ,2.0354  V	,1.9359  V	
00:00:01.8467123	 ,4.8544  V	,4.2953  V	
00:00:01.8468346	 ,2.0433  V	,1.9347  V	
00:00:01.8469602	 ,4.7433  V	,4.2525  V	
00:00:01.8470518	 ,2.0424  V	,1.9301  V	
00:00:01.8471438	 ,4.8537  V	,4.2931  V	
00:00:01.8472427	 ,2.0381  V	,1.9322  V	
00:00:01.8473375	 ,4.9404  V	,4.3331  V	
00:00:01.8474627	 ,2.0403  V	,1.9301  V	
00:00:01.8475531	 ,4.7820  V	,4.2858  V	
00:00:01.8476725	 ,2.0565  V	,1.9408  V	
00:00:01.8477961	 ,4.7417  V	,4.2382  V	
00:00:01.8479258	 ,2.0446  V	,1.9335  V	
00:00:01.8480486	 ,4.8717  V	,4.2788  V	
00:00:01.8481434	 ,2.0467  V	,1.9347  V	
00:00:01.8482338	 ,4.8040  V	,4.2791  V	
00:00:01.8483586	 ,2.0427  V	,1.9322  V	
00:00:01.8484596	 ,4.7546  V	,4.2480  V	
00:00:01.8485511	 ,2.0284  V	,1.9240  V	
00:00:01.8486730	 ,4.9102  V	,4.2956  V	
00:00:01.8487683	 ,2.0381  V	,1.9292  V	
00:00:01.9207475	 ,4.9001  V	,4.3316  V	
00:00:01.9209232	 ,2.0500  V	,1.9384  V	
00:00:01.9211162	 ,4.7198  V	,4.2614  V	
00:00:01.9213120	 ,2.0528  V	,1.9365  V	
00:00:01.9215994	 ,4.7875  V	,4.2440  V	
00:00:01.9218125	 ,2.0479  V	,1.9396  V	
00:00:01.9219919	 ,4.8760  V	,4.2852  V	
00:00:01.9221483	 ,2.0507  V	,1.9368  V	
00:00:01.9222735	 ,4.7576  V	,4.2559  V	
00:00:01.9223983	 ,2.0476  V	,1.9362  V	
00:00:01.9225239	 ,4.7906  V	,4.2495  V	
00:00:01.9226491	 ,2.0586  V	,1.9475  V	
00:00:01.9227653	 ,4.9465  V	,4.3218  V	
00:00:01.9228860	 ,2.0497  V	,1.9420  V	
00:00:01.9230018	 ,4.8388  V	,4.3127  V	
00:00:01.9231685	 ,2.0565  V	,1.9405  V	
00:00:01.9233183	 ,4.7219  V	,4.2443  V	
00:00:01.9234583	 ,2.0418  V	,1.9365  V	
00:00:01.9236074	 ,4.8388  V	,4.2528  V	
00:00:01.9237658	 ,2.0543  V	,1.9432  V	
00:00:01.9239206	 ,4.8510  V	,4.2870  V	
00:00:01.9240709	 ,2.0372  V	,1.9313  V	
00:00:01.9242203	 ,4.7408  V	,4.2504  V	
00:00:01.9243578	 ,2.0446  V	,1.9295  V	
00:00:01.9245295	 ,4.8507  V	,4.2721  V	
00:00:01.9246929	 ,2.0436  V	,1.9347  V	
00:00:01.9248304	 ,4.9413  V	,4.3294  V	
00:00:01.9250061	 ,2.0476  V	,1.9402  V	
00:00:01.9251412	 ,4.7805  V	,4.2901  V	
00:00:01.9252795	 ,2.0464  V	,1.9374  V	
00:00:01.9254437	 ,4.7469  V	,4.2434  V	
00:00:01.9255796	 ,2.0360  V	,1.9261  V	
00:00:01.9257566	 ,4.8782  V	,4.2843  V	
00:00:01.9259114	 ,2.0439  V	,1.9319  V	
00:00:01.9260752	 ,4.8183  V	,4.2739  V	
00:00:01.9262394	 ,2.0314  V	,1.9246  V	
00:00:01.9264040	 ,4.7503  V	,4.2446  V	
00:00:01.9265674	 ,2.0299  V	,1.9197  V	
00:00:01.9267025	 ,4.9071  V	,4.2907  V	
00:00:01.9268577	 ,2.0363  V	,1.9234  V	
00:00:01.9270289	 ,4.8956  V	,4.3258  V	
00:00:01.9271931	 ,2.0259  V	,1.9222  V	
00:00:01.9273290	 ,4.7277  V	,4.2589  V	
00:00:01.9275059	 ,2.0348  V	,1.9203  V	
00:00:01.9276705	 ,4.7936  V	,4.2419  V	
00:00:01.9278385	 ,2.0421  V	,1.9246  V	
00:00:01.9279739	 ,4.8803  V	,4.2885  V	
00:00:01.9281390	 ,2.0317  V	,1.9200  V	
00:00:01.9283069	 ,4.7659  V	,4.2660  V	
00:00:01.9284703	 ,2.0421  V	,1.9280  V	
00:00:01.9286374	 ,4.7939  V	,4.2562  V	
00:00:01.9288074	 ,2.0400  V	,1.9322  V	
00:00:01.9289428	 ,4.9395  V	,4.3194  V	
00:00:01.9290824	 ,2.0580  V	,1.9442  V	
00:00:01.9292093	 ,4.8339  V	,4.3114  V	
00:00:01.9292988	 ,2.0290  V	,1.9271  V	
00:00:01.9294195	 ,4.7167  V	,4.2443  V	
00:00:01.9295443	 ,2.0455  V	,1.9289  V	
00:00:01.9296711	 ,4.8470  V	,4.2650  V	
00:00:01.9297664	 ,2.0406  V	,1.9298  V	
00:00:01.9298641	 ,4.8629  V	,4.2916  V	
00:00:01.9299606	 ,2.0421  V	,1.9332  V	
00:00:01.9300501	 ,4.7527  V	,4.2528  V	
00:00:01.9301679	 ,2.0482  V	,1.9384  V	
00:00:02.0006396	 ,4.8544  V	,4.2721  V	
00:00:02.0007726	 ,2.0555  V	,1.9454  V	
00:00:02.0008642	 ,4.9386  V	,4.3304  V	
00:00:02.0009594	 ,2.0720  V	,1.9561  V	
00:00:02.0010501	 ,4.7677  V	,4.2919  V	
00:00:02.0011774	 ,2.0787  V	,1.9640  V	
00:00:02.0013014	 ,4.7411  V	,4.2431  V	
00:00:02.0013962	 ,2.0549  V	,1.9515  V	
00:00:02.0014915	 ,4.8797  V	,4.2827  V	
00:00:02.0016085	 ,2.0391  V	,1.9371  V	
00:00:02.0017086	 ,4.8162  V	,4.2818  V	
00:00:02.0017940	 ,2.0360  V	,1.9265  V	
00:00:02.0018626	 ,4.7594  V	,4.2510  V	
00:00:02.0019858	 ,2.0580  V	,1.9380  V	
00:00:02.0021073	 ,4.9151  V	,4.3026  V	
00:00:02.0022087	 ,2.0455  V	,1.9377  V	
00:00:02.0022953	 ,4.9007  V	,4.3297  V	
00:00:02.0024222	 ,2.0650  V	,1.9478  V	
00:00:02.0025174	 ,4.7268  V	,4.2617  V	
00:00:02.0026119	 ,2.0613  V	,1.9432  V	
00:00:02.0027338	 ,4.7878  V	,4.2440  V	
00:00:02.0028381	 ,2.0620  V	,1.9463  V	
00:00:02.0029579	 ,4.8800  V	,4.2913  V	
00:00:02.0030832	 ,2.0647  V	,1.9475  V	
00:00:02.0031714	 ,4.7665  V	,4.2678  V	
00:00:02.0032962	 ,2.0488  V	,1.9387  V	
00:00:02.0034412	 ,4.7958  V	,4.2550  V	
00:00:02.0035282	 ,2.0641  V	,1.9469  V	
00:00:02.0036181	 ,4.9496  V	,4.3230  V	
00:00:02.0037109	 ,2.0775  V	,1.9622  V	
00:00:02.0038185	 ,4.8486  V	,4.3221  V	
00:00:02.0039051	 ,2.0729  V	,1.9594  V	
00:00:02.0040709	 ,4.7213  V	,4.2510  V	
00:00:02.0041576	 ,2.0766  V	,1.9622  V	
00:00:02.0042770	 ,4.8394  V	,4.2647  V	
00:00:02.0043965	 ,2.0613  V	,1.9539  V	
00:00:02.0045160	 ,4.8595  V	,4.2895  V	
00:00:02.0046371	 ,2.0589  V	,1.9496  V	
00:00:02.0047319	 ,4.7454  V	,4.2498  V	
00:00:02.0048419	 ,2.0473  V	,1.9429  V	
00:00:02.0049331	 ,4.8605  V	,4.2803  V	
00:00:02.0050230	 ,2.0500  V	,1.9423  V	
00:00:02.0051154	 ,4.9502  V	,4.3438  V	
00:00:02.0052094	 ,2.0833  V	,1.9664  V	
00:00:02.0052972	 ,4.7860  V	,4.2989  V	
00:00:02.0054233	 ,2.0616  V	,1.9576  V	
00:00:02.0055456	 ,4.7558  V	,4.2446  V	
00:00:02.0056421	 ,2.0815  V	,1.9628  V	
00:00:02.0057316	 ,4.8763  V	,4.2831  V	
00:00:02.0058388	 ,2.0699  V	,1.9652  V	
00:00:02.0059615	 ,4.8132  V	,4.2831  V	
00:00:02.0060875	 ,2.0812  V	,1.9655  V	
00:00:02.0062070	 ,4.7555  V	,4.2510  V	
00:00:02.0063339	 ,2.0507  V	,1.9487  V	
00:00:02.0064209	 ,4.9093  V	,4.2983  V	
00:00:02.0065178	 ,2.0760  V	,1.9637  V	
00:00:02.0066364	 ,4.9114  V	,4.3322  V	
00:00:02.0067801	 ,2.0632  V	,1.9612  V	
00:00:02.0068939	 ,4.7362  V	,4.2657  V	
00:00:02.0070170	 ,2.0543  V	,1.9475  V	
00:00:02.0071369	 ,4.7991  V	,4.2516  V	
00:00:02.0072326	 ,2.0433  V	,1.9374  V	
00:00:02.0073615	 ,4.8898  V	,4.3005  V	
00:00:02.0074580	 ,2.0391  V	,1.9347  V	
00:00:02.0806286	 ,4.7665  V	,4.2705  V	
00:00:02.0807415	 ,2.0482  V	,1.9353  V	
00:00:02.0808630	 ,4.7915  V	,4.2599  V	
00:00:02.0809578	 ,2.0516  V	,1.9435  V	
00:00:02.0810424	 ,4.9459  V	,4.3249  V	
00:00:02.0811672	 ,2.0574  V	,1.9515  V	
00:00:02.0812945	 ,4.8473  V	,4.3212  V	
00:00:02.0814180	 ,2.0729  V	,1.9567  V	
00:00:02.0815642	 ,4.7259  V	,4.2507  V	
00:00:02.0816759	 ,2.0784  V	,1.9615  V	
00:00:02.0817711	 ,4.8516  V	,4.2632  V	
00:00:02.0818651	 ,2.0748  V	,1.9664  V	
00:00:02.0819579	 ,4.8681  V	,4.2980  V	
00:00:02.0820421	 ,2.0775  V	,1.9701  V	
00:00:02.0821677	 ,4.7485  V	,4.2565  V	
00:00:02.0822925	 ,2.0418  V	,1.9454  V	
00:00:02.0823939	 ,4.8522  V	,4.2779  V	
00:00:02.0824924	 ,2.0592  V	,1.9506  V	
00:00:02.0825861	 ,4.9425  V	,4.3340  V	
00:00:02.0826706	 ,2.0580  V	,1.9509  V	
00:00:02.0827864	 ,4.7784  V	,4.2913  V	
00:00:02.0828685	 ,2.0482  V	,1.9408  V	
00:00:02.0829880	 ,4.7506  V	,4.2425  V	
00:00:02.0830824	 ,2.0458  V	,1.9368  V	
00:00:02.0832076	 ,4.8815  V	,4.2809  V	
00:00:02.0832910	 ,2.0531  V	,1.9405  V	
00:00:02.0834178	 ,4.8223  V	,4.2864  V	
00:00:02.0835426	 ,2.0488  V	,1.9408  V	
00:00:02.0836444	 ,4.7582  V	,4.2528  V	
00:00:02.0837307	 ,2.0446  V	,1.9371  V	
00:00:02.0838370	 ,4.9096  V	,4.2977  V	
00:00:02.0839573	 ,2.0543  V	,1.9438  V	
00:00:02.0840419	 ,4.9038  V	,4.3249  V	
00:00:02.0841671	 ,2.0598  V	,1.9487  V	
00:00:02.0843399	 ,4.7289  V	,4.2672  V	
00:00:02.0844766	 ,2.0446  V	,1.9374  V	
00:00:02.0845928	 ,4.7875  V	,4.2498  V	
00:00:02.0846815	 ,2.0543  V	,1.9408  V	
00:00:02.0847911	 ,4.8898  V	,4.2937  V	
00:00:02.0848625	 ,2.0479  V	,1.9420  V	
00:00:02.0849574	 ,4.7750  V	,4.2678  V	
00:00:02.0850826	 ,2.0232  V	,1.9234  V	
00:00:02.0852160	 ,4.8031  V	,4.2580  V	
00:00:02.0853080	 ,2.0443  V	,1.9280  V	
00:00:02.0854225	 ,4.9474  V	,4.3304  V	
00:00:02.0855145	 ,2.0409  V	,1.9347  V	
00:00:02.0856052	 ,4.8440  V	,4.3212  V	
00:00:02.0856914	 ,2.0446  V	,1.9368  V	
00:00:02.0857744	 ,4.7231  V	,4.2461  V	
00:00:02.0858655	 ,2.0940  V	,1.9670  V	
00:00:02.0859579	 ,4.8406  V	,4.2626  V	
00:00:02.0860823	 ,2.0592  V	,1.9603  V	
00:00:02.0862157	 ,4.8647  V	,4.2931  V	
00:00:02.0863064	 ,2.0519  V	,1.9478  V	
00:00:02.0864206	 ,4.7579  V	,4.2559  V	
00:00:02.0865918	 ,2.0455  V	,1.9408  V	
00:00:02.0866788	 ,4.8595  V	,4.2821  V	
00:00:02.0867880	 ,2.0464  V	,1.9384  V	
00:00:02.0868623	 ,4.9545  V	,4.3395  V	
00:00:02.0869810	 ,2.0555  V	,1.9454  V	
00:00:02.0870930	 ,4.7854  V	,4.2965  V	
00:00:02.0872256	 ,2.0327  V	,1.9274  V	
00:00:02.0873110	 ,4.7448  V	,4.2467  V	
00:00:02.0874260	 ,2.0522  V	,1.9329  V	
00:00:02.1606763	 ,4.8782  V	,4.2855  V	
00:00:02.1608060	 ,2.0525  V	,1.9442  V	
00:00:02.1609164	 ,4.8223  V	,4.2882  V	
00:00:02.1610359	 ,2.0357  V	,1.9261  V	
00:00:02.1611644	 ,4.7597  V	,4.2492  V	
00:00:02.1612843	 ,2.0391  V	,1.9353  V	
00:00:02.1613935	 ,4.9187  V	,4.3026  V	
00:00:02.1615060	 ,2.0620  V	,1.9475  V	
00:00:02.1616180	 ,4.9184  V	,4.3395  V	
00:00:02.1617322	 ,2.0540  V	,1.9466  V	
00:00:02.1618829	 ,4.7420  V	,4.2712  V	
00:00:02.1619925	 ,2.0678  V	,1.9530  V	
00:00:02.1621058	 ,4.7961  V	,4.2544  V	
00:00:02.1622199	 ,2.0641  V	,1.9512  V	
00:00:02.1623205	 ,4.8894  V	,4.2971  V	
00:00:02.1624588	 ,2.0562  V	,1.9506  V	
00:00:02.1626058	 ,4.7692  V	,4.2712  V	
00:00:02.1627799	 ,2.0555  V	,1.9405  V	
00:00:02.1629421	 ,4.7958  V	,4.2620  V	
00:00:02.1630812	 ,2.0250  V	,1.9283  V	
00:00:02.1632590	 ,4.9483  V	,4.3243  V	
00:00:02.1634072	 ,2.0369  V	,1.9316  V	
00:00:02.1635509	 ,4.8537  V	,4.3215  V	
00:00:02.1636938	 ,2.0439  V	,1.9316  V	
00:00:02.1638568	 ,4.7341  V	,4.2550  V	
00:00:02.1640341	 ,2.0571  V	,1.9402  V	
00:00:02.1641561	 ,4.8507  V	,4.2724  V	
00:00:02.1643252	 ,2.0430  V	,1.9332  V	
00:00:02.1644709	 ,4.8702  V	,4.3038  V	
00:00:02.1646097	 ,2.0345  V	,1.9310  V	
00:00:02.1647591	 ,4.7546  V	,4.2638  V	
00:00:02.1649119	 ,2.0427  V	,1.9307  V	
00:00:02.1650510	 ,4.8583  V	,4.2806  V	
00:00:02.1652251	 ,2.0580  V	,1.9466  V	
00:00:02.1653639	 ,4.9535  V	,4.3395  V	
00:00:02.1655092	 ,2.0632  V	,1.9548  V	
00:00:02.1656550	 ,4.7970  V	,4.3041  V	
00:00:02.1657941	 ,2.0592  V	,1.9490  V	
00:00:02.1659469	 ,4.7579  V	,4.2486  V	
00:00:02.1660368	 ,2.0577  V	,1.9432  V	
00:00:02.1661784	 ,4.8849  V	,4.2867  V	
00:00:02.1663209	 ,2.0601  V	,1.9503  V	
00:00:02.1664588	 ,4.8342  V	,4.2913  V	
00:00:02.1666005	 ,2.0510  V	,1.9438  V	
00:00:02.1667380	 ,4.7668  V	,4.2583  V	
00:00:02.1669121	 ,2.0455  V	,1.9390  V	
00:00:02.1670508	 ,4.9181  V	,4.3035  V	
00:00:02.1671900	 ,2.0458  V	,1.9408  V	
00:00:02.1673284	 ,4.9187  V	,4.3453  V	
00:00:02.1675061	 ,2.0720  V	,1.9554  V	
00:00:02.1676551	 ,4.7442  V	,4.2782  V	
00:00:02.1677927	 ,2.0638  V	,1.9515  V	
00:00:02.1679721	 ,4.8003  V	,4.2544  V	
00:00:02.1681490	 ,2.0638  V	,1.9536  V	
00:00:02.1683182	 ,4.9035  V	,4.3056  V	
00:00:02.1685062	 ,2.0662  V	,1.9533  V	
00:00:02.1686741	 ,4.7787  V	,4.2812  V	
00:00:02.1688441	 ,2.0687  V	,1.9588  V	
00:00:02.1689816	 ,4.8019  V	,4.2663  V	
00:00:02.1690855	 ,2.0568  V	,1.9521  V	
00:00:02.1691779	 ,4.9599  V	,4.3328  V	
00:00:02.1692694	 ,2.0650  V	,1.9576  V	
00:00:02.1693671	 ,4.8614  V	,4.3294  V	
00:00:02.1694620	 ,2.0610  V	,1.9567  V	
00:00:02.2407597	 ,4.7347  V	,4.2599  V	
00:00:02.2409333	 ,2.0555  V	,1.9460  V	
00:00:02.2411016	 ,4.8568  V	,4.2846  V	
00:00:02.2412728	 ,2.0659  V	,1.9530  V	
00:00:02.2414490	 ,4.8864  V	,4.3142  V	
00:00:02.2416505	 ,2.0781  V	,1.9615  V	
00:00:02.2417922	 ,4.7689  V	,4.2809  V	
00:00:02.2419523	 ,2.0571  V	,1.9518  V	
00:00:02.2420804	 ,4.8873  V	,4.2910  V	
00:00:02.2422068	 ,2.0519  V	,1.9490  V	
00:00:02.2423349	 ,4.9645  V	,4.3520  V	
00:00:02.2424610	 ,2.0812  V	,1.9646  V	
00:00:02.2425862	 ,4.7985  V	,4.3133  V	
00:00:02.2426983	 ,2.0723  V	,1.9585  V	
00:00:02.2428296	 ,4.7573  V	,4.2556  V	
00:00:02.2429393	 ,2.0662  V	,1.9539  V	
00:00:02.2430493	 ,4.8916  V	,4.2904  V	
00:00:02.2431909	 ,2.0693  V	,1.9539  V	
00:00:02.2432981	 ,4.8363  V	,4.2962  V	
