TimeStamp		 Channel 00	 Channel 01
00:00:00.1636449	 ,4.6664  V	,4.1787  V	
00:00:00.1637701	 ,1.9963  V	,1.8935  V	
00:00:00.1638966	 ,4.7900  V	,4.2098  V	
00:00:00.1640210	 ,1.9939  V	,1.8868  V	
00:00:00.1641454	 ,4.8540  V	,4.2626  V	
00:00:00.1642653	 ,2.0165  V	,1.9030  V	
00:00:00.1643404	 ,4.6804  V	,4.2095  V	
00:00:00.1644352	 ,2.0070  V	,1.8972  V	
00:00:00.1645243	 ,4.6822  V	,4.1707  V	
00:00:00.1646171	 ,2.0082  V	,1.8996  V	
00:00:00.1647086	 ,4.8132  V	,4.1991  V	
00:00:00.1648335	 ,1.9829  V	,1.8895  V	
00:00:00.1649353	 ,4.7137  V	,4.2000  V	
00:00:00.1650239	 ,2.0201  V	,1.9008  V	
00:00:00.1651475	 ,4.6789  V	,4.1674  V	
00:00:00.1652674	 ,2.0101  V	,1.9045  V	
00:00:00.1653405	 ,4.8385  V	,4.2287  V	
00:00:00.1654357	 ,2.0165  V	,1.9130  V	
00:00:00.1655240	 ,4.8101  V	,4.2547  V	
00:00:00.1656176	 ,2.0137  V	,1.9075  V	
00:00:00.1657087	 ,4.6395  V	,4.1863  V	
00:00:00.1658335	 ,2.0095  V	,1.8956  V	
00:00:00.1659354	 ,4.7280  V	,4.1787  V	
00:00:00.1660253	 ,2.0119  V	,1.8987  V	
00:00:00.1661452	 ,4.7979  V	,4.2034  V	
00:00:00.1662650	 ,2.0119  V	,1.9005  V	
00:00:00.1663406	 ,4.6795  V	,4.1869  V	
00:00:00.1664358	 ,1.9933  V	,1.8914  V	
00:00:00.1665237	 ,4.7317  V	,4.1881  V	
00:00:00.1666185	 ,2.0177  V	,1.9054  V	
00:00:00.1667084	 ,4.8672  V	,4.2565  V	
00:00:00.1668102	 ,2.0250  V	,1.9136  V	
00:00:00.1668973	 ,4.7369  V	,4.2379  V	
00:00:00.1670192	 ,2.0162  V	,1.9100  V	
00:00:00.2406078	 ,4.6273  V	,4.1686  V	
00:00:00.2407613	 ,1.9869  V	,1.8883  V	
00:00:00.2409481	 ,4.7732  V	,4.1964  V	
00:00:00.2411230	 ,2.0070  V	,1.8987  V	
00:00:00.2412934	 ,4.7619  V	,4.2190  V	
00:00:00.2414666	 ,2.0223  V	,1.9036  V	
00:00:00.2416444	 ,4.6654  V	,4.1833  V	
00:00:00.2417799	 ,2.0137  V	,1.9051  V	
00:00:00.2419190	 ,4.7958  V	,4.2092  V	
00:00:00.2420422	 ,2.0262  V	,1.9182  V	
00:00:00.2421621	 ,4.8522  V	,4.2629  V	
00:00:00.2422787	 ,2.0296  V	,1.9182  V	
00:00:00.2424014	 ,4.6841  V	,4.2196  V	
00:00:00.2425201	 ,2.0079  V	,1.9026  V	
00:00:00.2426420	 ,4.6795  V	,4.1765  V	
00:00:00.2427923	 ,2.0015  V	,1.8962  V	
00:00:00.2429561	 ,4.8006  V	,4.2159  V	
00:00:00.2430756	 ,2.0031  V	,1.8932  V	
00:00:00.2432234	 ,4.7161  V	,4.2028  V	
00:00:00.2433551	 ,2.0064  V	,1.8975  V	
00:00:00.2434738	 ,4.6911  V	,4.1833  V	
00:00:00.2435892	 ,2.0024  V	,1.8981  V	
00:00:00.2437308	 ,4.8382  V	,4.2358  V	
00:00:00.2438437	 ,2.0208  V	,1.9115  V	
00:00:00.2439480	 ,4.8034  V	,4.2602  V	
00:00:00.2440510	 ,2.0198  V	,1.9142  V	
00:00:00.2441454	 ,4.6416  V	,4.1869  V	
00:00:00.2442694	 ,2.0064  V	,1.9030  V	
00:00:00.2443704	 ,4.7228  V	,4.1735  V	
00:00:00.2444644	 ,2.0159  V	,1.9048  V	
00:00:00.2445605	 ,4.7967  V	,4.2162  V	
00:00:00.2446525	 ,2.0214  V	,1.9100  V	
00:00:00.2447744	 ,4.6761  V	,4.1936  V	
00:00:00.2448709	 ,2.0232  V	,1.9094  V	
00:00:00.2449641	 ,4.7277  V	,4.1912  V	
00:00:00.2450606	 ,1.9933  V	,1.8959  V	
00:00:00.2451529	 ,4.8724  V	,4.2553  V	
00:00:00.2452695	 ,2.0006  V	,1.8944  V	
00:00:00.2453475	 ,4.7372  V	,4.2370  V	
00:00:00.2454674	 ,2.0266  V	,1.9042  V	
00:00:00.2455631	 ,4.6456  V	,4.1729  V	
00:00:00.2456895	 ,2.0098  V	,1.9033  V	
00:00:00.2457815	 ,4.7726  V	,4.1958  V	
00:00:00.2458722	 ,2.0067  V	,1.9023  V	
00:00:00.2459687	 ,4.7613  V	,4.2101  V	
00:00:00.2460631	 ,2.0201  V	,1.9060  V	
00:00:00.2461571	 ,4.6615  V	,4.1729  V	
00:00:00.2462487	 ,1.9930  V	,1.8920  V	
00:00:00.2463415	 ,4.7887  V	,4.2043  V	
00:00:00.2464388	 ,1.9924  V	,1.8920  V	
00:00:00.2465291	 ,4.8489  V	,4.2632  V	
00:00:00.2466514	 ,2.0076  V	,1.8981  V	
00:00:00.2467754	 ,4.6761  V	,4.2101  V	
00:00:00.2468994	 ,1.9982  V	,1.8895  V	
00:00:00.2470238	 ,4.6807  V	,4.1732  V	
00:00:00.2471194	 ,2.0021  V	,1.8929  V	
00:00:00.2472393	 ,4.7982  V	,4.2107  V	
00:00:00.2473424	 ,1.9951  V	,1.8917  V	
00:00:00.2474389	 ,4.7164  V	,4.2068  V	
00:00:00.2475316	 ,1.9841  V	,1.8831  V	
00:00:00.2476720	 ,4.6883  V	,4.1808  V	
00:00:00.2477882	 ,1.9844  V	,1.8810  V	
00:00:00.2478974	 ,4.8431  V	,4.2333  V	
00:00:00.2480083	 ,2.0058  V	,1.8932  V	
00:00:00.3206271	 ,4.8034  V	,4.2531  V	
00:00:00.3207995	 ,2.0198  V	,1.9060  V	
00:00:00.3209740	 ,4.6419  V	,4.1823  V	
00:00:00.3211448	 ,2.0214  V	,1.9066  V	
00:00:00.3213094	 ,4.7237  V	,4.1741  V	
00:00:00.3214733	 ,2.0168  V	,1.9072  V	
00:00:00.3216350	 ,4.7970  V	,4.2214  V	
00:00:00.3217426	 ,2.0159  V	,1.9127  V	
00:00:00.3218822	 ,4.6761  V	,4.1860  V	
00:00:00.3220029	 ,1.9957  V	,1.8935  V	
00:00:00.3221408	 ,4.7295  V	,4.1845  V	
00:00:00.3222792	 ,2.0223  V	,1.9030  V	
00:00:00.3224151	 ,4.8638  V	,4.2565  V	
00:00:00.3225497	 ,2.0085  V	,1.9042  V	
00:00:00.3226495	 ,4.7384  V	,4.2385  V	
00:00:00.3227513	 ,1.9796  V	,1.8853  V	
00:00:00.3228506	 ,4.6429  V	,4.1659  V	
00:00:00.3229414	 ,1.9936  V	,1.8813  V	
00:00:00.3230309	 ,4.7716  V	,4.1915  V	
00:00:00.3231475	 ,1.9994  V	,1.8831  V	
00:00:00.3232641	 ,4.7607  V	,4.2077  V	
00:00:00.3233408	 ,2.0076  V	,1.8914  V	
00:00:00.3234353	 ,4.6682  V	,4.1756  V	
00:00:00.3235239	 ,2.0247  V	,1.9054  V	
00:00:00.3236459	 ,4.7903  V	,4.2016  V	
00:00:00.3237707	 ,2.0162  V	,1.9094  V	
00:00:00.3238951	 ,4.8510  V	,4.2614  V	
00:00:00.3240203	 ,1.9985  V	,1.9002  V	
00:00:00.3241451	 ,4.6780  V	,4.2052  V	
00:00:00.3242921	 ,1.9997  V	,1.8920  V	
00:00:00.3244296	 ,4.6737  V	,4.1674  V	
00:00:00.3245606	 ,2.0055  V	,1.8959  V	
00:00:00.3246488	 ,4.7945  V	,4.2022  V	
00:00:00.3247700	 ,2.0110  V	,1.8975  V	
00:00:00.3248976	 ,4.7152  V	,4.2046  V	
00:00:00.3250204	 ,1.9835  V	,1.8843  V	
00:00:00.3251940	 ,4.6886  V	,4.1799  V	
00:00:00.3252766	 ,2.0098  V	,1.8981  V	
00:00:00.3253964	 ,4.8400  V	,4.2321  V	
00:00:00.3254917	 ,2.0046  V	,1.8990  V	
00:00:00.3255837	 ,4.8043  V	,4.2513  V	
00:00:00.3256851	 ,2.0323  V	,1.9136  V	
00:00:00.3257737	 ,4.6447  V	,4.1848  V	
00:00:00.3258682	 ,2.0095  V	,1.9075  V	
00:00:00.3259585	 ,4.7228  V	,4.1759  V	
00:00:00.3260603	 ,2.0153  V	,1.9051  V	
00:00:00.3261490	 ,4.7955  V	,4.2168  V	
00:00:00.3262664	 ,1.9933  V	,1.8917  V	
00:00:00.3263403	 ,4.6758  V	,4.1881  V	
00:00:00.3264351	 ,2.0027  V	,1.8904  V	
00:00:00.3265218	 ,4.7243  V	,4.1817  V	
00:00:00.3266449	 ,1.9979  V	,1.8914  V	
00:00:00.3267705	 ,4.8653  V	,4.2544  V	
00:00:00.3268949	 ,2.0238  V	,1.9075  V	
00:00:00.3270193	 ,4.7372  V	,4.2376  V	
00:00:00.3271458	 ,1.9893  V	,1.8914  V	
00:00:00.3272636	 ,4.6413  V	,4.1723  V	
00:00:00.3273400	 ,1.9982  V	,1.8917  V	
00:00:00.3274348	 ,4.7695  V	,4.1894  V	
00:00:00.3275239	 ,1.9783  V	,1.8730  V	
00:00:00.3276450	 ,4.7631  V	,4.2153  V	
00:00:00.3278183	 ,1.9951  V	,1.8856  V	
00:00:00.3279061	 ,4.6722  V	,4.1784  V	
00:00:00.3280215	 ,2.0015  V	,1.8932  V	
00:00:00.4006333	 ,4.7918  V	,4.2165  V	
00:00:00.4008115	 ,1.9896  V	,1.8886  V	
00:00:00.4009839	 ,4.8486  V	,4.2660  V	
00:00:00.4011486	 ,1.9997  V	,1.8950  V	
00:00:00.4013227	 ,4.6618  V	,4.2083  V	
00:00:00.4015016	 ,2.0104  V	,1.8965  V	
00:00:00.4017151	 ,4.6883  V	,4.1729  V	
00:00:00.4018461	 ,1.9991  V	,1.8929  V	
00:00:00.4019746	 ,4.7942  V	,4.2101  V	
00:00:00.4021015	 ,2.0165  V	,1.9030  V	
00:00:00.4022287	 ,4.7164  V	,4.2049  V	
00:00:00.4023831	 ,2.0198  V	,1.9078  V	
00:00:00.4025100	 ,4.6844  V	,4.1744  V	
00:00:00.4026245	 ,1.9997  V	,1.8953  V	
00:00:00.4027403	 ,4.8403  V	,4.2306  V	
00:00:00.4028655	 ,1.9930  V	,1.8914  V	
00:00:00.4030092	 ,4.8058  V	,4.2544  V	
00:00:00.4031360	 ,2.0031  V	,1.8917  V	
00:00:00.4032617	 ,4.6435  V	,4.1878  V	
00:00:00.4034181	 ,1.9933  V	,1.8862  V	
00:00:00.4035564	 ,4.7271  V	,4.1765  V	
00:00:00.4037354	 ,2.0055  V	,1.8941  V	
00:00:00.4038828	 ,4.7970  V	,4.2174  V	
00:00:00.4040544	 ,2.0073  V	,1.8962  V	
00:00:00.4041989	 ,4.6764  V	,4.1906  V	
00:00:00.4043599	 ,2.0082  V	,1.8981  V	
00:00:00.4045060	 ,4.7277  V	,4.1878  V	
00:00:00.4046481	 ,2.0131  V	,1.9045  V	
00:00:00.4048242	 ,4.8666  V	,4.2556  V	
00:00:00.4049966	 ,2.0217  V	,1.9094  V	
00:00:00.4051703	 ,4.7387  V	,4.2376  V	
00:00:00.4053082	 ,2.0247  V	,1.9106  V	
00:00:00.4054462	 ,4.6447  V	,4.1729  V	
00:00:00.4055841	 ,2.0266  V	,1.9173  V	
00:00:00.4057323	 ,4.7704  V	,4.1927  V	
00:00:00.4058990	 ,2.0076  V	,1.9042  V	
00:00:00.4060731	 ,4.7607  V	,4.2190  V	
00:00:00.4062110	 ,2.0146  V	,1.9091  V	
00:00:00.4063880	 ,4.6676  V	,4.1863  V	
00:00:00.4065259	 ,2.0235  V	,1.9106  V	
00:00:00.4066709	 ,4.7906  V	,4.2141  V	
00:00:00.4068150	 ,2.0000  V	,1.9054  V	
00:00:00.4069525	 ,4.8492  V	,4.2611  V	
00:00:00.4070888	 ,2.0067  V	,1.9036  V	
00:00:00.4072325	 ,4.6795  V	,4.2086  V	
00:00:00.4073893	 ,2.0259  V	,1.9088  V	
00:00:00.4075268	 ,4.6789  V	,4.1720  V	
00:00:00.4076730	 ,2.0110  V	,1.9002  V	
00:00:00.4078101	 ,4.7961  V	,4.2077  V	
00:00:00.4079854	 ,2.0140  V	,1.9078  V	
00:00:00.4081312	 ,4.7195  V	,4.1976  V	
00:00:00.4082679	 ,2.0067  V	,1.9030  V	
00:00:00.4084173	 ,4.6822  V	,4.1729  V	
00:00:00.4085561	 ,1.9890  V	,1.8904  V	
00:00:00.4086973	 ,4.8363  V	,4.2293  V	
00:00:00.4088344	 ,1.9982  V	,1.8926  V	
00:00:00.4089851	 ,4.8009  V	,4.2535  V	
00:00:00.4091313	 ,2.0055  V	,1.8965  V	
00:00:00.4092680	 ,4.6413  V	,4.1866  V	
00:00:00.4094174	 ,2.0024  V	,1.8956  V	
00:00:00.4095574	 ,4.7204  V	,4.1738  V	
00:00:00.4097352	 ,2.0006  V	,1.8944  V	
00:00:00.4098809	 ,4.7948  V	,4.2205  V	
00:00:00.4100193	 ,2.0208  V	,1.9063  V	
00:00:00.4806338	 ,4.6783  V	,4.1927  V	
00:00:00.4808054	 ,2.0052  V	,1.8993  V	
00:00:00.4809807	 ,4.7301  V	,4.1881  V	
00:00:00.4811515	 ,2.0055  V	,1.9002  V	
00:00:00.4813416	 ,4.8669  V	,4.2531  V	
00:00:00.4815378	 ,2.0201  V	,1.9142  V	
00:00:00.4817472	 ,4.7411  V	,4.2354  V	
00:00:00.4819012	 ,2.0043  V	,1.9005  V	
00:00:00.4820284	 ,4.6465  V	,4.1747  V	
00:00:00.4821528	 ,2.0085  V	,1.8953  V	
00:00:00.4823011	 ,4.7729  V	,4.2034  V	
00:00:00.4824669	 ,2.0443  V	,1.9249  V	
00:00:00.4825962	 ,4.7622  V	,4.2177  V	
00:00:00.4827079	 ,2.0079  V	,1.9069  V	
00:00:00.4828298	 ,4.6658  V	,4.1790  V	
00:00:00.4829542	 ,2.0064  V	,1.9002  V	
00:00:00.4830914	 ,4.7890  V	,4.2092  V	
00:00:00.4832071	 ,2.0250  V	,1.9078  V	
00:00:00.4833332	 ,4.8482  V	,4.2614  V	
00:00:00.4834699	 ,2.0317  V	,1.9210  V	
00:00:00.4836107	 ,4.6789  V	,4.2126  V	
00:00:00.4837577	 ,2.0250  V	,1.9167  V	
00:00:00.4839215	 ,4.6752  V	,4.1714  V	
00:00:00.4840873	 ,2.0098  V	,1.9042  V	
00:00:00.4842553	 ,4.7979  V	,4.2049  V	
00:00:00.4844150	 ,2.0220  V	,1.9103  V	
00:00:00.4845500	 ,4.7207  V	,4.2004  V	
00:00:00.4847126	 ,2.0223  V	,1.9081  V	
00:00:00.4848596	 ,4.6859  V	,4.1744  V	
00:00:00.4850217	 ,1.9924  V	,1.8947  V	
00:00:00.4851917	 ,4.8406  V	,4.2330  V	
00:00:00.4853227	 ,2.0055  V	,1.8996  V	
00:00:00.4854582	 ,4.8098  V	,4.2577  V	
00:00:00.4856298	 ,2.0049  V	,1.9017  V	
00:00:00.4857952	 ,4.6401  V	,4.1869  V	
00:00:00.4859299	 ,2.0000  V	,1.8911  V	
00:00:00.4861068	 ,4.7182  V	,4.1753  V	
00:00:00.4862706	 ,1.9945  V	,1.8871  V	
00:00:00.4863868	 ,4.7936  V	,4.2147  V	
00:00:00.4865506	 ,2.0037  V	,1.8898  V	
00:00:00.4867317	 ,4.6761  V	,4.1869  V	
00:00:00.4868667	 ,1.9887  V	,1.8849  V	
00:00:00.4870047	 ,4.7250  V	,4.1836  V	
00:00:00.4871681	 ,1.9994  V	,1.8917  V	
00:00:00.4873032	 ,4.8684  V	,4.2525  V	
00:00:00.4874822	 ,1.9890  V	,1.8892  V	
00:00:00.4876180	 ,4.7393  V	,4.2300  V	
00:00:00.4877831	 ,1.9985  V	,1.8865  V	
00:00:00.4879461	 ,4.6499  V	,4.1732  V	
00:00:00.4880811	 ,1.9945  V	,1.8859  V	
00:00:00.4882552	 ,4.7716  V	,4.1964  V	
00:00:00.4883886	 ,1.9835  V	,1.8779  V	
00:00:00.4885512	 ,4.7662  V	,4.2174  V	
00:00:00.4887159	 ,1.9789  V	,1.8718  V	
00:00:00.4888801	 ,4.6661  V	,4.1833  V	
00:00:00.4890147	 ,1.9860  V	,1.8752  V	
00:00:00.4891913	 ,4.7869  V	,4.2058  V	
00:00:00.4893567	 ,1.9945  V	,1.8895  V	
00:00:00.4895222	 ,4.8501  V	,4.2638  V	
00:00:00.4896921	 ,1.9982  V	,1.8904  V	
00:00:00.4898276	 ,4.6807  V	,4.2113  V	
00:00:00.4899935	 ,2.0113  V	,1.8932  V	
00:00:00.4901577	 ,4.6731  V	,4.1683  V	
00:00:00.4903158	 ,2.0082  V	,1.9005  V	
00:00:00.5606392	 ,4.8019  V	,4.2040  V	
00:00:00.5608117	 ,1.9994  V	,1.8996  V	
00:00:00.5609952	 ,4.7185  V	,4.2065  V	
00:00:00.5611680	 ,1.9942  V	,1.8892  V	
00:00:00.5613326	 ,4.6828  V	,4.1778  V	
00:00:00.5615042	 ,2.0061  V	,1.8981  V	
00:00:00.5616701	 ,4.8391  V	,4.2330  V	
00:00:00.5618290	 ,1.9979  V	,1.9005  V	
00:00:00.5619957	 ,4.8074  V	,4.2553  V	
00:00:00.5621533	 ,2.0052  V	,1.8953  V	
00:00:00.5623327	 ,4.6416  V	,4.1894  V	
00:00:00.5624961	 ,2.0021  V	,1.8917  V	
00:00:00.5626595	 ,4.7195  V	,4.1781  V	
00:00:00.5628135	 ,1.9753  V	,1.8785  V	
00:00:00.5629633	 ,4.7936  V	,4.2187  V	
00:00:00.5631452	 ,2.0177  V	,1.8993  V	
00:00:00.5633230	 ,4.6737  V	,4.1857  V	
00:00:00.5634728	 ,2.0101  V	,1.8990  V	
00:00:00.5636214	 ,4.7216  V	,4.1808  V	
00:00:00.5637737	 ,2.0275  V	,1.9112  V	
00:00:00.5639564	 ,4.8663  V	,4.2538  V	
00:00:00.5641166	 ,2.0452  V	,1.9322  V	
00:00:00.5642607	 ,4.7411  V	,4.2461  V	
00:00:00.5643879	 ,2.0229  V	,1.9243  V	
00:00:00.5645259	 ,4.6453  V	,4.1857  V	
00:00:00.5646646	 ,2.0125  V	,1.9057  V	
00:00:00.5648018	 ,4.7738  V	,4.1976  V	
00:00:00.5649385	 ,2.0241  V	,1.9103  V	
00:00:00.5650752	 ,4.7689  V	,4.2162  V	
00:00:00.5652139	 ,2.0092  V	,1.9075  V	
00:00:00.5653942	 ,4.6673  V	,4.1808  V	
00:00:00.5655407	 ,2.0055  V	,1.9005  V	
00:00:00.5656799	 ,4.7921  V	,4.2089  V	
00:00:00.5658565	 ,2.0037  V	,1.9017  V	
00:00:00.5660248	 ,4.8534  V	,4.2641  V	
00:00:00.5661989	 ,2.0125  V	,1.9063  V	
00:00:00.5663315	 ,4.6838  V	,4.2116  V	
00:00:00.5664821	 ,2.0244  V	,1.9075  V	
00:00:00.5666496	 ,4.6761  V	,4.1863  V	
00:00:00.5668229	 ,2.0089  V	,1.9030  V	
00:00:00.5669608	 ,4.7970  V	,4.2162  V	
00:00:00.5671066	 ,2.0125  V	,1.9042  V	
00:00:00.5672441	 ,4.7225  V	,4.2159  V	
00:00:00.5673878	 ,2.0018  V	,1.8962  V	
00:00:00.5675249	 ,4.6831  V	,4.1869  V	
00:00:00.5677002	 ,2.0003  V	,1.8947  V	
00:00:00.5678809	 ,4.8486  V	,4.2388  V	
00:00:00.5680176	 ,2.0079  V	,1.9042  V	
00:00:00.5681609	 ,4.8107  V	,4.2635  V	
00:00:00.5682988	 ,2.0073  V	,1.9026  V	
00:00:00.5684367	 ,4.6465  V	,4.1881  V	
00:00:00.5686096	 ,2.0134  V	,1.9057  V	
00:00:00.5687557	 ,4.7204  V	,4.1787  V	
00:00:00.5688937	 ,2.0146  V	,1.9069  V	
00:00:00.5690386	 ,4.7964  V	,4.2147  V	
00:00:00.5691766	 ,2.0333  V	,1.9185  V	
00:00:00.5693087	 ,4.6740  V	,4.1762  V	
00:00:00.5694820	 ,2.0278  V	,1.9176  V	
00:00:00.5696487	 ,4.7250  V	,4.1784  V	
00:00:00.5697948	 ,1.9936  V	,1.8993  V	
00:00:00.5699315	 ,4.8626  V	,4.2538  V	
00:00:00.5700687	 ,2.0110  V	,1.9054  V	
00:00:00.5702066	 ,4.7338  V	,4.2333  V	
00:00:00.5703388	 ,2.0168  V	,1.9005  V	
00:00:00.6406590	 ,4.6410  V	,4.1711  V	
00:00:00.6408261	 ,1.9936  V	,1.8932  V	
00:00:00.6409969	 ,4.7704  V	,4.1939  V	
00:00:00.6411701	 ,2.0034  V	,1.8968  V	
00:00:00.6413524	 ,4.7674  V	,4.2196  V	
00:00:00.6415166	 ,2.0122  V	,1.9017  V	
00:00:00.6416702	 ,4.6688  V	,4.1839  V	
00:00:00.6418525	 ,2.0336  V	,1.9127  V	
00:00:00.6420183	 ,4.7900  V	,4.2098  V	
00:00:00.6421788	 ,2.0021  V	,1.9063  V	
00:00:00.6423299	 ,4.8544  V	,4.2593  V	
00:00:00.6424954	 ,2.0385  V	,1.9197  V	
00:00:00.6426785	 ,4.6822  V	,4.2110  V	
00:00:00.6428279	 ,1.9927  V	,1.8932  V	
00:00:00.6429749	 ,4.6740  V	,4.1637  V	
00:00:00.6431210	 ,1.9869  V	,1.8871  V	
00:00:00.6432729	 ,4.8034  V	,4.2159  V	
00:00:00.6434519	 ,1.9942  V	,1.8880  V	
00:00:00.6436268	 ,4.7176  V	,4.2074  V	
00:00:00.6437726	 ,1.9994  V	,1.8892  V	
00:00:00.6439233	 ,4.6831  V	,4.1756  V	
00:00:00.6440698	 ,2.0134  V	,1.8978  V	
00:00:00.6442102	 ,4.8397  V	,4.2306  V	
00:00:00.6443625	 ,2.0021  V	,1.8978  V	
00:00:00.6445042	 ,4.8089  V	,4.2635  V	
00:00:00.6446392	 ,2.0018  V	,1.8950  V	
00:00:00.6448158	 ,4.6444  V	,4.1848  V	
00:00:00.6449509	 ,1.9969  V	,1.8877  V	
00:00:00.6451134	 ,4.7228  V	,4.1747  V	
00:00:00.6452547	 ,2.0027  V	,1.8923  V	
00:00:00.6453869	 ,4.7979  V	,4.2174  V	
00:00:00.6455498	 ,2.0009  V	,1.8941  V	
00:00:00.6457128	 ,4.6944  V	,4.1881  V	
