TimeStamp		 Channel 00	 Channel 01
00:00:00.1645937	 ,0.3484  V	,0.3651  V	
00:00:00.1646951	 ,-0.0731  V	,-0.0328  V	
00:00:00.1647899	 ,0.5019  V	,0.5299  V	
00:00:00.1648778	 ,-0.0807  V	,-0.0810  V	
00:00:00.1649652	 ,0.1946  V	,0.2092  V	
00:00:00.1650519	 ,-0.0856  V	,-0.1268  V	
00:00:00.1651442	 ,-0.3453  V	,-0.3557  V	
00:00:00.1652313	 ,-0.0807  V	,-0.1402  V	
00:00:00.1653503	 ,-0.6914  V	,-0.7131  V	
00:00:00.1654431	 ,-0.0749  V	,-0.1079  V	
00:00:00.1655523	 ,-0.5690  V	,-0.5864  V	
00:00:00.1656463	 ,-0.0688  V	,-0.0542  V	
00:00:00.1657321	 ,-0.0166  V	,-0.0148  V	
00:00:00.1658487	 ,-0.0676  V	,-0.0282  V	
00:00:00.1659366	 ,0.4582  V	,0.4817  V	
00:00:00.1660228	 ,-0.0734  V	,-0.0472  V	
00:00:00.1661090	 ,0.4527  V	,0.4784  V	
00:00:00.1662252	 ,-0.0810  V	,-0.0920  V	
00:00:00.1663172	 ,0.0206  V	,0.0252  V	
00:00:00.1664042	 ,-0.0862  V	,-0.1357  V	
00:00:00.1664888	 ,-0.5129  V	,-0.5257  V	
00:00:00.1666000	 ,-0.0810  V	,-0.1302  V	
00:00:00.1666920	 ,-0.6621  V	,-0.6862  V	
00:00:00.1668028	 ,-0.0716  V	,-0.0917  V	
00:00:00.1668956	 ,-0.3694  V	,-0.3798  V	
00:00:00.1670184	 ,-0.0652  V	,-0.0420  V	
00:00:00.1671062	 ,0.1949  V	,0.2013  V	
00:00:00.1672249	 ,-0.0713  V	,-0.0331  V	
00:00:00.1673181	 ,0.5379  V	,0.5614  V	
00:00:00.1674199	 ,-0.0764  V	,-0.0655  V	
00:00:00.1675041	 ,0.3856  V	,0.4079  V	
00:00:00.1675911	 ,-0.0838  V	,-0.1125  V	
00:00:00.1676794	 ,-0.1598  V	,-0.1613  V	
00:00:00.1677705	 ,-0.0832  V	,-0.1430  V	
00:00:00.1678571	 ,-0.6313  V	,-0.6535  V	
00:00:00.1679741	 ,-0.0783  V	,-0.1210  V	
00:00:00.1680862	 ,-0.6258  V	,-0.6462  V	
00:00:00.2406459	 ,-0.0716  V	,-0.0725  V	
00:00:00.2408184	 ,-0.1772  V	,-0.1817  V	
00:00:00.2409904	 ,-0.0664  V	,-0.0319  V	
00:00:00.2411575	 ,0.3661  V	,0.3856  V	
00:00:00.2413324	 ,-0.0722  V	,-0.0383  V	
00:00:00.2415344	 ,0.5339  V	,0.5571  V	
00:00:00.2416764	 ,-0.0807  V	,-0.0810  V	
00:00:00.2418410	 ,0.2205  V	,0.2330  V	
00:00:00.2419835	 ,-0.0853  V	,-0.1283  V	
00:00:00.2421198	 ,-0.3139  V	,-0.3267  V	
00:00:00.2422532	 ,-0.0807  V	,-0.1439  V	
00:00:00.2423596	 ,-0.6575  V	,-0.6825  V	
00:00:00.2424934	 ,-0.0746  V	,-0.1112  V	
00:00:00.2425940	 ,-0.5336  V	,-0.5519  V	
00:00:00.2427057	 ,-0.0682  V	,-0.0529  V	
00:00:00.2428042	 ,0.0108  V	,0.0151  V	
00:00:00.2429109	 ,-0.0679  V	,-0.0264  V	
00:00:00.2430382	 ,0.4811  V	,0.5043  V	
00:00:00.2432156	 ,-0.0737  V	,-0.0472  V	
00:00:00.2433506	 ,0.4759  V	,0.5003  V	
00:00:00.2435222	 ,-0.0807  V	,-0.0954  V	
00:00:00.2436910	 ,0.0365  V	,0.0423  V	
00:00:00.2438507	 ,-0.0856  V	,-0.1393  V	
00:00:00.2440206	 ,-0.5077  V	,-0.5241  V	
00:00:00.2441906	 ,-0.0792  V	,-0.1323  V	
00:00:00.2443273	 ,-0.6596  V	,-0.6819  V	
00:00:00.2444919	 ,-0.0710  V	,-0.0908  V	
00:00:00.2446525	 ,-0.3636  V	,-0.3758  V	
00:00:00.2447879	 ,-0.0667  V	,-0.0426  V	
00:00:00.2449489	 ,0.1842  V	,0.1946  V	
00:00:00.2450893	 ,-0.0700  V	,-0.0246  V	
00:00:00.2452240	 ,0.5248  V	,0.5501  V	
00:00:00.2453832	 ,-0.0758  V	,-0.0572  V	
00:00:00.2455425	 ,0.3850  V	,0.4045  V	
00:00:00.2457146	 ,-0.0829  V	,-0.1140  V	
00:00:00.2458755	 ,-0.1671  V	,-0.1674  V	
00:00:00.2460352	 ,-0.0835  V	,-0.1384  V	
00:00:00.2461953	 ,-0.6264  V	,-0.6484  V	
00:00:00.2463415	 ,-0.0774  V	,-0.1216  V	
00:00:00.2465016	 ,-0.6307  V	,-0.6517  V	
00:00:00.2466354	 ,-0.0703  V	,-0.0722  V	
00:00:00.2467955	 ,-0.1903  V	,-0.1949  V	
00:00:00.2469404	 ,-0.0673  V	,-0.0276  V	
00:00:00.2470997	 ,0.3499  V	,0.3673  V	
00:00:00.2472718	 ,-0.0722  V	,-0.0359  V	
00:00:00.2474077	 ,0.5174  V	,0.5397  V	
00:00:00.2475686	 ,-0.0798  V	,-0.0777  V	
00:00:00.2477147	 ,0.2043  V	,0.2162  V	
00:00:00.2478749	 ,-0.0856  V	,-0.1231  V	
00:00:00.2480374	 ,-0.3386  V	,-0.3465  V	
00:00:00.2481499	 ,-0.0813  V	,-0.1399  V	
00:00:00.2482386	 ,-0.6819  V	,-0.7039  V	
00:00:00.2483527	 ,-0.0758  V	,-0.1106  V	
00:00:00.2484439	 ,-0.5397  V	,-0.5559  V	
00:00:00.2485498	 ,-0.0673  V	,-0.0545  V	
00:00:00.2486434	 ,0.0096  V	,0.0105  V	
00:00:00.2487682	 ,-0.0682  V	,-0.0288  V	
00:00:00.2488589	 ,0.4683  V	,0.4924  V	
00:00:00.2489755	 ,-0.0743  V	,-0.0441  V	
00:00:00.2490691	 ,0.4747  V	,0.4991  V	
00:00:00.2491681	 ,-0.0813  V	,-0.0951  V	
00:00:00.2492691	 ,0.0304  V	,0.0368  V	
00:00:00.2493565	 ,-0.0847  V	,-0.1357  V	
00:00:00.2494739	 ,-0.4875  V	,-0.5064  V	
00:00:00.3206694	 ,-0.0798  V	,-0.1338  V	
00:00:00.3208106	 ,-0.6600  V	,-0.6862  V	
00:00:00.3209404	 ,-0.0713  V	,-0.0902  V	
00:00:00.3210750	 ,-0.3658  V	,-0.3752  V	
00:00:00.3212039	 ,-0.0673  V	,-0.0407  V	
00:00:00.3213973	 ,0.1811  V	,0.1936  V	
00:00:00.3215841	 ,-0.0706  V	,-0.0224  V	
00:00:00.3217890	 ,0.5275  V	,0.5547  V	
00:00:00.3219294	 ,-0.0755  V	,-0.0572  V	
00:00:00.3220571	 ,0.3899  V	,0.4097  V	
00:00:00.3222094	 ,-0.0832  V	,-0.1137  V	
00:00:00.3223338	 ,-0.1643  V	,-0.1677  V	
00:00:00.3224508	 ,-0.0841  V	,-0.1372  V	
00:00:00.3225731	 ,-0.6209  V	,-0.6395  V	
00:00:00.3226885	 ,-0.0764  V	,-0.1210  V	
00:00:00.3227973	 ,-0.6142  V	,-0.6377  V	
00:00:00.3229504	 ,-0.0700  V	,-0.0749  V	
00:00:00.3231003	 ,-0.1726  V	,-0.1799  V	
00:00:00.3232493	 ,-0.0676  V	,-0.0352  V	
00:00:00.3233856	 ,0.3584  V	,0.3764  V	
00:00:00.3235428	 ,-0.0731  V	,-0.0377  V	
00:00:00.3237140	 ,0.5141  V	,0.5443  V	
00:00:00.3238754	 ,-0.0801  V	,-0.0734  V	
00:00:00.3240343	 ,0.2058  V	,0.2193  V	
00:00:00.3241948	 ,-0.0832  V	,-0.1277  V	
00:00:00.3243389	 ,-0.3301  V	,-0.3413  V	
00:00:00.3244994	 ,-0.0832  V	,-0.1439  V	
00:00:00.3246583	 ,-0.6780  V	,-0.6990  V	
00:00:00.3248192	 ,-0.0749  V	,-0.1061  V	
00:00:00.3249637	 ,-0.5373  V	,-0.5541  V	
00:00:00.3251243	 ,-0.0679  V	,-0.0502  V	
00:00:00.3252840	 ,0.0130  V	,0.0130  V	
00:00:00.3254441	 ,-0.0664  V	,-0.0227  V	
00:00:00.3255964	 ,0.4735  V	,0.4918  V	
00:00:00.3257298	 ,-0.0734  V	,-0.0475  V	
00:00:00.3258981	 ,0.4735  V	,0.4964  V	
00:00:00.3260656	 ,-0.0826  V	,-0.0999  V	
00:00:00.3261999	 ,0.0209  V	,0.0261  V	
00:00:00.3263387	 ,-0.0835  V	,-0.1357  V	
00:00:00.3264988	 ,-0.5071  V	,-0.5229  V	
00:00:00.3266330	 ,-0.0792  V	,-0.1274  V	
00:00:00.3267931	 ,-0.6569  V	,-0.6780  V	
00:00:00.3269639	 ,-0.0710  V	,-0.0893  V	
00:00:00.3270994	 ,-0.3523  V	,-0.3618  V	
00:00:00.3272591	 ,-0.0679  V	,-0.0404  V	
00:00:00.3274180	 ,0.1936  V	,0.2040  V	
00:00:00.3275715	 ,-0.0697  V	,-0.0285  V	
00:00:00.3277144	 ,0.5241  V	,0.5513  V	
00:00:00.3278478	 ,-0.0761  V	,-0.0575  V	
00:00:00.3280088	 ,0.3764  V	,0.3975  V	
00:00:00.3281685	 ,-0.0856  V	,-0.1137  V	
00:00:00.3283388	 ,-0.1283  V	,-0.1375  V	
00:00:00.3284990	 ,-0.0844  V	,-0.1488  V	
00:00:00.3286332	 ,-0.6072  V	,-0.6239  V	
00:00:00.3287933	 ,-0.0774  V	,-0.1259  V	
00:00:00.3289645	 ,-0.6130  V	,-0.6361  V	
00:00:00.3291230	 ,-0.0700  V	,-0.0706  V	
00:00:00.3292831	 ,-0.1735  V	,-0.1772  V	
00:00:00.3294432	 ,-0.0685  V	,-0.0307  V	
00:00:00.3295963	 ,0.3520  V	,0.3673  V	
00:00:00.3297298	 ,-0.0722  V	,-0.0368  V	
00:00:00.3298956	 ,0.5370  V	,0.5611  V	
00:00:00.3300652	 ,-0.0819  V	,-0.0841  V	
00:00:00.3302249	 ,0.2037  V	,0.2196  V	
00:00:00.4006559	 ,-0.0847  V	,-0.1277  V	
00:00:00.4008394	 ,-0.3426  V	,-0.3532  V	
00:00:00.4010369	 ,-0.0819  V	,-0.1405  V	
00:00:00.4012081	 ,-0.6740  V	,-0.6975  V	
00:00:00.4013785	 ,-0.0752  V	,-0.1088  V	
00:00:00.4016297	 ,-0.5422  V	,-0.5580  V	
00:00:00.4017722	 ,-0.0670  V	,-0.0478  V	
00:00:00.4018970	 ,0.0090  V	,0.0130  V	
00:00:00.4020542	 ,-0.0679  V	,-0.0246  V	
00:00:00.4021996	 ,0.4518  V	,0.4759  V	
00:00:00.4023285	 ,-0.0731  V	,-0.0404  V	
00:00:00.4024545	 ,0.4549  V	,0.4790  V	
00:00:00.4026011	 ,-0.0816  V	,-0.0969  V	
00:00:00.4027238	 ,0.0121  V	,0.0157  V	
00:00:00.4028786	 ,-0.0841  V	,-0.1363  V	
00:00:00.4030260	 ,-0.5141  V	,-0.5299  V	
00:00:00.4031734	 ,-0.0807  V	,-0.1320  V	
00:00:00.4032822	 ,-0.6899  V	,-0.7134  V	
00:00:00.4034550	 ,-0.0706  V	,-0.0880  V	
00:00:00.4036127	 ,-0.3691  V	,-0.3816  V	
00:00:00.4037597	 ,-0.0667  V	,-0.0432  V	
00:00:00.4039218	 ,0.1817  V	,0.1915  V	
00:00:00.4040910	 ,-0.0710  V	,-0.0310  V	
00:00:00.4042256	 ,0.5272  V	,0.5568  V	
00:00:00.4043977	 ,-0.0764  V	,-0.0560  V	
00:00:00.4045652	 ,0.3621  V	,0.3844  V	
00:00:00.4047281	 ,-0.0832  V	,-0.1103  V	
00:00:00.4048977	 ,-0.1854  V	,-0.1894  V	
00:00:00.4050656	 ,-0.0850  V	,-0.1424  V	
00:00:00.4052007	 ,-0.6300  V	,-0.6523  V	
00:00:00.4053399	 ,-0.0768  V	,-0.1244  V	
00:00:00.4055000	 ,-0.6252  V	,-0.6432  V	
00:00:00.4056342	 ,-0.0691  V	,-0.0682  V	
00:00:00.4057943	 ,-0.1814  V	,-0.1842  V	
00:00:00.4059409	 ,-0.0658  V	,-0.0282  V	
00:00:00.4061018	 ,0.3410  V	,0.3587  V	
00:00:00.4062718	 ,-0.0710  V	,-0.0331  V	
00:00:00.4064056	 ,0.5211  V	,0.5443  V	
00:00:00.4065686	 ,-0.0798  V	,-0.0786  V	
00:00:00.4067144	 ,0.2025  V	,0.2144  V	
00:00:00.4068490	 ,-0.0847  V	,-0.1238  V	
00:00:00.4069903	 ,-0.3505  V	,-0.3621  V	
00:00:00.4071508	 ,-0.0807  V	,-0.1375  V	
00:00:00.4073183	 ,-0.6667  V	,-0.6929  V	
00:00:00.4074644	 ,-0.0746  V	,-0.1106  V	
00:00:00.4075987	 ,-0.5214  V	,-0.5376  V	
00:00:00.4077600	 ,-0.0691  V	,-0.0569  V	
00:00:00.4079206	 ,0.0325  V	,0.0374  V	
00:00:00.4080655	 ,-0.0679  V	,-0.0282  V	
00:00:00.4082252	 ,0.4781  V	,0.5013  V	
00:00:00.4083964	 ,-0.0746  V	,-0.0441  V	
00:00:00.4085286	 ,0.4781  V	,0.5013  V	
00:00:00.4086636	 ,-0.0810  V	,-0.0993  V	
00:00:00.4087999	 ,0.0127  V	,0.0206  V	
00:00:00.4089646	 ,-0.0847  V	,-0.1375  V	
00:00:00.4091255	 ,-0.5144  V	,-0.5312  V	
00:00:00.4092869	 ,-0.0810  V	,-0.1302  V	
00:00:00.4094474	 ,-0.6868  V	,-0.7094  V	
00:00:00.4095993	 ,-0.0706  V	,-0.0893  V	
00:00:00.4097409	 ,-0.3639  V	,-0.3755  V	
00:00:00.4099019	 ,-0.0667  V	,-0.0389  V	
00:00:00.4100369	 ,0.1704  V	,0.1811  V	
00:00:00.4101975	 ,-0.0703  V	,-0.0224  V	
00:00:00.4103399	 ,0.5223  V	,0.5498  V	
00:00:00.4806675	 ,-0.0761  V	,-0.0612  V	
00:00:00.4808354	 ,0.3780  V	,0.3957  V	
00:00:00.4810037	 ,-0.0822  V	,-0.1161  V	
00:00:00.4811679	 ,-0.1692  V	,-0.1723  V	
00:00:00.4813469	 ,-0.0832  V	,-0.1436  V	
00:00:00.4815395	 ,-0.6313  V	,-0.6508  V	
00:00:00.4816791	 ,-0.0771  V	,-0.1189  V	
00:00:00.4818039	 ,-0.6166  V	,-0.6383  V	
00:00:00.4819599	 ,-0.0697  V	,-0.0713  V	
00:00:00.4820847	 ,-0.1744  V	,-0.1772  V	
00:00:00.4822087	 ,-0.0661  V	,-0.0319  V	
00:00:00.4823372	 ,0.3465  V	,0.3645  V	
00:00:00.4824710	 ,-0.0700  V	,-0.0356  V	
00:00:00.4825938	 ,0.5150  V	,0.5394  V	
00:00:00.4827038	 ,-0.0801  V	,-0.0810  V	
00:00:00.4828413	 ,0.1985  V	,0.2101  V	
00:00:00.4829760	 ,-0.0844  V	,-0.1274  V	
00:00:00.4831554	 ,-0.3249  V	,-0.3359  V	
00:00:00.4833003	 ,-0.0813  V	,-0.1457  V	
00:00:00.4834424	 ,-0.6746  V	,-0.6975  V	
00:00:00.4835737	 ,-0.0746  V	,-0.1079  V	
00:00:00.4837835	 ,-0.5318  V	,-0.5507  V	
00:00:00.4839506	 ,-0.0713  V	,-0.0545  V	
00:00:00.4841148	 ,0.0090  V	,0.0154  V	
00:00:00.4842754	 ,-0.0679  V	,-0.0212  V	
00:00:00.4844084	 ,0.4817  V	,0.5040  V	
00:00:00.4845673	 ,-0.0746  V	,-0.0432  V	
00:00:00.4847270	 ,0.4637  V	,0.4875  V	
00:00:00.4848969	 ,-0.0816  V	,-0.0954  V	
00:00:00.4850653	 ,0.0084  V	,0.0145  V	
00:00:00.4852274	 ,-0.0847  V	,-0.1335  V	
00:00:00.4853966	 ,-0.5046  V	,-0.5214  V	
00:00:00.4855649	 ,-0.0804  V	,-0.1323  V	
00:00:00.4857521	 ,-0.6777  V	,-0.6969  V	
00:00:00.4858367	 ,-0.0700  V	,-0.0835  V	
00:00:00.4859705	 ,-0.3554  V	,-0.3658  V	
00:00:00.4861298	 ,-0.0658  V	,-0.0362  V	
00:00:00.4862903	 ,0.1915  V	,0.2004  V	
00:00:00.4864484	 ,-0.0700  V	,-0.0267  V	
00:00:00.4865958	 ,0.5238  V	,0.5483  V	
00:00:00.4867296	 ,-0.0764  V	,-0.0612  V	
00:00:00.4868963	 ,0.3636  V	,0.3844  V	
00:00:00.4870650	 ,-0.0822  V	,-0.1106  V	
00:00:00.4872235	 ,-0.1863  V	,-0.1863  V	
00:00:00.4873951	 ,-0.0829  V	,-0.1418  V	
00:00:00.4875495	 ,-0.6407  V	,-0.6633  V	
00:00:00.4876903	 ,-0.0764  V	,-0.1228  V	
00:00:00.4878475	 ,-0.6099  V	,-0.6313  V	
00:00:00.4880072	 ,-0.0710  V	,-0.0752  V	
00:00:00.4881698	 ,-0.1640  V	,-0.1674  V	
00:00:00.4883152	 ,-0.0667  V	,-0.0349  V	
00:00:00.4884740	 ,0.3526  V	,0.3722  V	
00:00:00.4885952	 ,-0.0710  V	,-0.0356  V	
00:00:00.4887553	 ,0.5223  V	,0.5455  V	
00:00:00.4889174	 ,-0.0822  V	,-0.0850  V	
00:00:00.4890648	 ,0.1897  V	,0.2025  V	
00:00:00.4892249	 ,-0.0844  V	,-0.1299  V	
00:00:00.4893949	 ,-0.3566  V	,-0.3648  V	
00:00:00.4895480	 ,-0.0810  V	,-0.1375  V	
00:00:00.4896412	 ,-0.6871  V	,-0.7085  V	
00:00:00.4898149	 ,-0.0743  V	,-0.1054  V	
00:00:00.4899483	 ,-0.5284  V	,-0.5461  V	
00:00:00.4901166	 ,-0.0706  V	,-0.0600  V	
00:00:00.4902768	 ,0.0114  V	,0.0175  V	
00:00:00.5606860	 ,-0.0676  V	,-0.0255  V	
00:00:00.5608572	 ,0.4851  V	,0.5113  V	
00:00:00.5610251	 ,-0.0746  V	,-0.0484  V	
00:00:00.5612054	 ,0.4686  V	,0.4927  V	
00:00:00.5613725	 ,-0.0816  V	,-0.0963  V	
00:00:00.5615740	 ,0.0169  V	,0.0215  V	
00:00:00.5617411	 ,-0.0847  V	,-0.1363  V	
00:00:00.5618659	 ,-0.5055  V	,-0.5223  V	
00:00:00.5619912	 ,-0.0798  V	,-0.1332  V	
00:00:00.5621160	 ,-0.6654  V	,-0.6853  V	
00:00:00.5622404	 ,-0.0700  V	,-0.0850  V	
00:00:00.5623648	 ,-0.3371  V	,-0.3490  V	
00:00:00.5624887	 ,-0.0661  V	,-0.0401  V	
00:00:00.5626283	 ,0.2019  V	,0.2132  V	
00:00:00.5627679	 ,-0.0703  V	,-0.0288  V	
00:00:00.5628767	 ,0.5440  V	,0.5687  V	
00:00:00.5630146	 ,-0.0771  V	,-0.0630  V	
00:00:00.5631998	 ,0.3774  V	,0.3960  V	
00:00:00.5633501	 ,-0.0816  V	,-0.1122  V	
00:00:00.5634995	 ,-0.1799  V	,-0.1808  V	
00:00:00.5636350	 ,-0.0847  V	,-0.1418  V	
00:00:00.5637943	 ,-0.6471  V	,-0.6661  V	
00:00:00.5639638	 ,-0.0771  V	,-0.1189  V	
00:00:00.5641252	 ,-0.6233  V	,-0.6438  V	
00:00:00.5642598	 ,-0.0703  V	,-0.0667  V	
00:00:00.5644195	 ,-0.1714  V	,-0.1772  V	
00:00:00.5645965	 ,-0.0679  V	,-0.0328  V	
00:00:00.5647332	 ,0.3587  V	,0.3774  V	
00:00:00.5648970	 ,-0.0713  V	,-0.0343  V	
00:00:00.5650649	 ,0.5199  V	,0.5467  V	
00:00:00.5651992	 ,-0.0816  V	,-0.0786  V	
00:00:00.5653392	 ,0.1842  V	,0.1982  V	
00:00:00.5655005	 ,-0.0853  V	,-0.1292  V	
00:00:00.5656352	 ,-0.3563  V	,-0.3630  V	
00:00:00.5657945	 ,-0.0813  V	,-0.1396  V	
00:00:00.5659640	 ,-0.6835  V	,-0.7066  V	
00:00:00.5660987	 ,-0.0755  V	,-0.1073  V	
00:00:00.5662399	 ,-0.5251  V	,-0.5443  V	
00:00:00.5664000	 ,-0.0694  V	,-0.0584  V	
00:00:00.5665655	 ,0.0169  V	,0.0212  V	
00:00:00.5667145	 ,-0.0670  V	,-0.0264  V	
00:00:00.5668726	 ,0.4881  V	,0.5135  V	
00:00:00.5670327	 ,-0.0737  V	,-0.0502  V	
00:00:00.5671961	 ,0.4604  V	,0.4872  V	
00:00:00.5673394	 ,-0.0816  V	,-0.0981  V	
00:00:00.5674982	 ,0.0060  V	,0.0124  V	
00:00:00.5676349	 ,-0.0835  V	,-0.1323  V	
00:00:00.5677947	 ,-0.5183  V	,-0.5388  V	
00:00:00.5679638	 ,-0.0795  V	,-0.1311  V	
00:00:00.5681260	 ,-0.6777  V	,-0.6990  V	
00:00:00.5682602	 ,-0.0703  V	,-0.0880  V	
00:00:00.5684195	 ,-0.3224  V	,-0.3380  V	
00:00:00.5685648	 ,-0.0661  V	,-0.0475  V	
00:00:00.5687266	 ,0.1872  V	,0.1985  V	
00:00:00.5688966	 ,-0.0713  V	,-0.0252  V	
00:00:00.5690649	 ,0.5272  V	,0.5501  V	
00:00:00.5692250	 ,-0.0771  V	,-0.0606  V	
00:00:00.5693962	 ,0.3630  V	,0.3844  V	
00:00:00.5695653	 ,-0.0822  V	,-0.1128  V	
00:00:00.5697164	 ,-0.1756  V	,-0.1784  V	
00:00:00.5698515	 ,-0.0850  V	,-0.1479  V	
00:00:00.5700223	 ,-0.6477  V	,-0.6691  V	
00:00:00.5701902	 ,-0.0761  V	,-0.1210  V	
00:00:00.5703257	 ,-0.6236  V	,-0.6426  V	
00:00:00.6406857	 ,-0.0697  V	,-0.0725  V	
00:00:00.6408844	 ,-0.1701  V	,-0.1735  V	
00:00:00.6410494	 ,-0.0676  V	,-0.0304  V	
00:00:00.6412407	 ,0.3609  V	,0.3813  V	
00:00:00.6414596	 ,-0.0722  V	,-0.0356  V	
00:00:00.6416299	 ,0.5217  V	,0.5449  V	
00:00:00.6418348	 ,-0.0786  V	,-0.0786  V	
00:00:00.6419711	 ,0.1888  V	,0.2016  V	
00:00:00.6421378	 ,-0.0856  V	,-0.1274  V	
